醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5905311038,莉志藥局,臺南市永康區建國里復國路８７巷３號１樓,120.2459,23.00103,(06)3123090,羅氏家用新冠病毒抗原自我檢測套組,175,2022/10/25 10:13:02,實名制快篩販售，周一至六整天皆可購買，營業時間早上8點販售至售完；周日公休
5905311074,中華長億藥局,臺南市永康區中華路７３４、７３６號１樓,120.2288,23.0167,(06)3022322,羅氏家用新冠病毒抗原自我檢測套組,41,2022/10/25 10:13:02,快篩實名制，每天16:00開始販售，售完為止。
5905311083,心康藥局,臺南市永康區永大路二段１７９號１樓,120.2616,23.00665,(06)2055075,羅氏家用新冠病毒抗原自我檢測套組,42,2022/10/25 10:13:02,無
5905311092,永大丁丁藥局,臺南市永康區永大路二段１５１６號１樓,120.2611,23.02493,(06)2013690,羅氏家用新冠病毒抗原自我檢測套組,326,2022/10/25 10:13:02,9點開始
5905311127,台南永康藥局,臺南市永康區中山南路８１６、８１６─１、２、３號１樓,120.2471,23.02099,(06)2020201,羅氏家用新冠病毒抗原自我檢測套組,74,2022/10/25 10:13:02,快篩實名制，每天16:00開始販售，售完為止。
5905311154,佑心藥局,臺南市永康區振興路４６號１樓,120.2338,23.01167,(06)3022516,羅氏家用新冠病毒抗原自我檢測套組,100,2022/10/25 10:13:02,8:30-12:00；15:00-17:30；18:30-21:00
5905311172,美日新藥局,臺南市永康區塩行里中正北路６２號１樓,120.2406,23.04138,(06)2420980,羅氏家用新冠病毒抗原自我檢測套組,163,2022/10/25 10:13:02,無
5905311190,和德藥局大灣店,臺南市永康區崑山里永大路二段９號１樓,120.2595,23.00127,(06)2735049,羅氏家用新冠病毒抗原自我檢測套組,133,2022/10/25 10:13:02,快篩販售時間14:30~17:00
5905311225,安生堂藥局,臺南市永康區南灣里大灣路４２９號１樓,120.2655,23.00294,(06)2725265,羅氏家用新冠病毒抗原自我檢測套組,50,2022/10/25 10:13:02,無
5905320091,台和群康藥局,臺南市東區崇善路４７０號１樓,120.2295,22.97292,(06)2891360,羅氏家用新冠病毒抗原自我檢測套組,167,2022/10/25 10:13:02,每日0900後發售快篩試劑
5905320135,安麗兒藥局裕農店,臺南市東區裕農路１００號１樓,120.2268,22.9857,(06)2377378,羅氏家用新冠病毒抗原自我檢測套組,269,2022/10/25 10:13:02,無
5905320260,群安健保藥局,臺南市東區復興里自由路三段１５１、１５３號１樓,120.2369,22.98302,(06)2690652,羅氏家用新冠病毒抗原自我檢測套組,82,2022/10/25 10:13:02,星期一~星期六上午9點販售實名制快篩試劑
5905320331,高福藥局,臺南市東區大智里德東街１６８號,120.2322,22.96171,(06)2904668,羅氏家用新冠病毒抗原自我檢測套組,166,2022/10/25 10:13:02,❤高福藥局❤禮拜一至六**中午12點-晚上8點**販售實名制快篩試劑
5905320368,巴克禮中西藥局,臺南市東區中華東路三段３７７巷８號１樓,120.2215,22.97337,(06-)3361100,羅氏家用新冠病毒抗原自我檢測套組,66,2022/10/25 10:13:02,無
5905320466,佑全中華藥局,臺南市東區中華東路三段２１５號,120.2253,22.97603,(06)2906386,羅氏家用新冠病毒抗原自我檢測套組,69,2022/10/25 10:13:02,星期一-六09:00-22:00
5905320475,美生藥局,臺南市東區德高里自由路一段１６１號１樓,120.2367,22.96862,(06)2670035,羅氏家用新冠病毒抗原自我檢測套組,61,2022/10/25 10:13:02,無
5905320537,舒惠藥局,臺南市東區青年路４３２－６號１樓,120.2168,22.99104,(06)2087052,羅氏家用新冠病毒抗原自我檢測套組,335,2022/10/25 10:13:02,快篩每日販賣時間早上8:30開始
5905320546,佑丞藥局,臺南市東區中華東路二段１２９號,120.2335,22.98546,(06)2902709,羅氏家用新冠病毒抗原自我檢測套組,45,2022/10/25 10:13:02,週一至週六開放領取 請備好鈔票不找錢
5905320564,杏一台南崇德藥局,臺南市東區崇德路６７４號,120.2274,22.96762,(06)2671939,羅氏家用新冠病毒抗原自我檢測套組,159,2022/10/25 10:13:02,無
5905320608,中華台安藥局,臺南市東區中華東路一段４號１樓,120.2344,22.99818,(06)2092622,羅氏家用新冠病毒抗原自我檢測套組,244,2022/10/25 10:13:02,固定週一至周日13點-16點販售快篩，售完為止，現場為主
5905320635,晉大藥局,臺南市東區東平路１３４號１樓,120.2298,22.99522,(06)2092580,羅氏家用新冠病毒抗原自我檢測套組,183,2022/10/25 10:13:02,快篩實名制下午3點開始販售
5905320644,崇善藥局,臺南市東區崇善路３９２號１樓,120.2288,22.97485,(06)2896619,羅氏家用新冠病毒抗原自我檢測套組,162,2022/10/25 10:13:02,星期一、三、五下午15:00~16:00；星期二、四下午15:00~18:00；10／8~10／10休息，10／22，10／29 星期日休息
5905320653,東門台安藥局,臺南市東區中華東路三段２號１樓,120.2291,22.98105,(06)2904377,羅氏家用新冠病毒抗原自我檢測套組,99,2022/10/25 10:13:02,無
5905320699,恆大藥局,臺南市東區崇明路５９０號１樓,120.2247,22.97262,(06)2905586,羅氏家用新冠病毒抗原自我檢測套組,146,2022/10/25 10:13:02,早上九時開業，晚上九時結束營業
5905320706,悅橙藥局,臺南市東區崇明路４５９號１樓,120.2247,22.97311,(06)2605168,羅氏家用新冠病毒抗原自我檢測套組,103,2022/10/25 10:13:02,快篩每日實際販售時間為上午9點起
5905320715,令和藥局,臺南市東區崇善路２６９號１樓,120.2264,22.97833,(06)2673578,羅氏家用新冠病毒抗原自我檢測套組,38,2022/10/25 10:13:02,今日快篩9:30，中秋9／8~9／10公休
5905320742,榮記藥健康藥局,臺南市東區成大里育樂街１５６－４號底層,120.2147,22.99538,(06)2760588,羅氏家用新冠病毒抗原自我檢測套組,210,2022/10/25 10:13:02,上午9點開放刷實名制快篩試劑，售完為止。
5905320779,安麗兒藥局仁和店,臺南市東區仁和路１０５－１號１樓,120.2329,22.97181,(06)2908000,羅氏家用新冠病毒抗原自我檢測套組,483,2022/10/25 10:13:02,看到庫存即可過來購買請注意**單雙號**血氧機現貨
5905320797,大樹自由藥局,臺南市東區自由路三段３８２號１樓,120.2373,22.98241,(06)2890800,羅氏家用新冠病毒抗原自我檢測套組,344,2022/10/25 10:13:02,快篩實名制，每天16:00開始販售，售完為止。
5905320840,信霖藥局,臺南市東區崇明路１２３號１樓,120.2179,22.97946,(06)3364699,羅氏家用新冠病毒抗原自我檢測套組,133,2022/10/25 10:13:02,週日公休  營業時間AM9點~PM9點半
5905320877,靈安藥局,臺南市東區大福里榮譽街３２－２號１樓,120.2163,22.97419,(06)2143727,羅氏家用新冠病毒抗原自我檢測套組,52,2022/10/25 10:13:02,週一至週五早上九點至晚上九點／週六早上九點至中午十二點
5905320886,中華崇德藥局,臺南市東區中華東路三段１８１、１８３號１樓,120.2259,22.97667,(06)2880800,羅氏家用新冠病毒抗原自我檢測套組,91,2022/10/25 10:13:02,快篩實名制，每天16:00開始販售，售完為止。
5905320911,大樹崇道藥局,臺南市東區崇道路６３號１樓,120.2272,22.97227,(06)2680456,羅氏家用新冠病毒抗原自我檢測套組,101,2022/10/25 10:13:02,快篩實名制，每天16:00開始販售，售完為止。
5905320939,東門啄木鳥藥局,臺南市東區東門路三段２４１號１樓,120.2358,22.97662,(06)2884569,羅氏家用新冠病毒抗原自我檢測套組,207,2022/10/25 10:13:02,實名制快篩09:00開始。自費鼻腔快篩、唾液快篩、血氧機現貨開賣中。
5905320948,崇明台安藥局,臺南市東區崇明路３０４號１樓,120.2198,22.97762,(06)2900350,羅氏家用新冠病毒抗原自我檢測套組,335,2022/10/25 10:13:02,實名制快篩早上10點開始販售
5905320966,安納藥局,臺南市東區裕文路２３５號１樓,120.2438,22.98249,(06)3313316,羅氏家用新冠病毒抗原自我檢測套組,77,2022/10/25 10:13:02,不分單雙號囉!不用排隊囉!!
5905320975,萬錠藥局,臺南市東區崇成里崇德路６１９號１樓,120.2277,22.97181,(06)2679299,羅氏家用新冠病毒抗原自我檢測套組,72,2022/10/25 10:13:02,開放第2輪過卡囉！實名制快篩上午9點營業販售至22:59分止。
5905330024,聖安健保藥局,臺南市南區健康路二段１７３號１樓,120.193,22.98142,(06)2916898,羅氏家用新冠病毒抗原自我檢測套組,278,2022/10/25 10:13:02,週日店休!
5905330113,進祥藥局,臺南市南區文南里健康路２段３４２－１號１樓,120.1879,22.98205,(06)2630571,羅氏家用新冠病毒抗原自我檢測套組,264,2022/10/25 10:13:02,週一到週六，早上9:00開始販售快篩，售完為止。
5905330159,勝一藥局,臺南市南區省躬里灣裡路９０號１樓,120.1807,22.93114,(06)2626168,羅氏家用新冠病毒抗原自我檢測套組,147,2022/10/25 10:13:02,無
5905330220,合樂藥局,臺南市南區灣裡路３０９號,120.1824,22.92566,(06)2625016,羅氏家用新冠病毒抗原自我檢測套組,94,2022/10/25 10:13:02,備有自費快篩（唾液、鼻腔）、血氧機、酒精
5905330239,宏祐健保藥局,臺南市南區新孝路５９號,120.1893,22.97767,(06)2632580,羅氏家用新冠病毒抗原自我檢測套組,194,2022/10/25 10:13:02,兒童快篩10開始
5905330275,太子藥局大同店,臺南市南區大同路二段３４８號１樓,120.2138,22.97574,(06)2158339,羅氏家用新冠病毒抗原自我檢測套組,232,2022/10/25 10:13:02,快篩實名制，若供貨正常一律平日早上9點，週末早上11點。
5905330337,千薏台安藥局,臺南市南區金華路二段２號１樓,120.1912,22.97556,(06)2638265,羅氏家用新冠病毒抗原自我檢測套組,70,2022/10/25 10:13:02,快篩試劑早上九點到下午四點銷售
5905330417,明興啄木鳥藥局,臺南市南區明興路５１號１樓,120.1883,22.95974,(06)2620793,羅氏家用新冠病毒抗原自我檢測套組,120,2022/10/25 10:13:02,實名制快篩販售時間：10:00-21:00。
5905330426,繁華藥局,臺南市南區再興里金華路二段９６號１樓,120.1913,22.97807,(06)2656368,羅氏家用新冠病毒抗原自我檢測套組,235,2022/10/25 10:13:02,無
5905340075,麗欣健保藥局,臺南市中西區永華路一段１９４號１樓,120.1917,22.98835,(06)2209393,羅氏家用新冠病毒抗原自我檢測套組,187,2022/10/25 10:13:02,w1~w6早上10:00開始發放快篩
5905340155,東北藥局,臺南市中西區福安里西門路二段１４號１樓,120.1981,22.99075,(06)2226753,羅氏家用新冠病毒抗原自我檢測套組,235,2022/10/25 10:13:02,無
5905340164,田邊藥局,臺南市中西區中正路２３６號,120.1969,22.99326,(06)2200106,羅氏家用新冠病毒抗原自我檢測套組,77,2022/10/25 10:13:02,口罩下午1:00販售售完為止.請自備零錢，
5905340173,賜安大藥局,臺南市中西區光賢里武聖路９號,120.1932,23.00517,(06)3589600,羅氏家用新冠病毒抗原自我檢測套組,141,2022/10/25 10:13:02,快篩代售 星期一-六 早上11點~售完  加line 搜尋@ogp9302u
5905340226,楊藥局,臺南市中西區西和路３３號１樓,120.1926,23.00336,(06)2806353,羅氏家用新冠病毒抗原自我檢測套組,268,2022/10/25 10:13:02,周一至周六:9:00-12:30， 15:00--22:00販售 周日休息
5905340235,人人藥局,臺南市中西區和緯路５段１９７號１樓,120.1845,23.00393,(06)3583668,羅氏家用新冠病毒抗原自我檢測套組,121,2022/10/25 10:13:02,快篩，過卡販售中。
5905340253,永華台安藥局,臺南市中西區永華路一段１８４、１８４－１號１、２、３樓,120.1919,22.98831,(06)2225531,羅氏家用新冠病毒抗原自我檢測套組,334,2022/10/25 10:13:02,10:00販售快篩試劑，售完為止（或到16:00）
5905340262,瑞城藥局,臺南市中西區赤嵌里忠義路二段１７６號１樓,120.2043,22.99649,(06)2215810,羅氏家用新冠病毒抗原自我檢測套組,84,2022/10/25 10:13:02,週四公休 FB公告最新販售訊息 歡迎追蹤 唾液快篩血氧計居隔常備藥販售中
5905340271,南光藥局,臺南市中西區永福路２段７３號１、２樓,120.2007,22.99207,(06)2226539,羅氏家用新冠病毒抗原自我檢測套組,262,2022/10/25 10:13:02,快篩星期一至星期六每日早上10點開賣，星期日店休
5905350026,良佑堂藥局,臺南市北區文賢路２９９號,120.1935,23.00631,(06)2586223,羅氏家用新冠病毒抗原自我檢測套組,47,2022/10/25 10:13:02,快篩試劑早上9:00開始販售至晚上6:00停止
5905350062,嘉星藥師大藥局,臺南市北區開元路３３９號１樓,120.222,23.00854,(06)2093737,羅氏家用新冠病毒抗原自我檢測套組,77,2022/10/25 10:13:02,營業時間早上8點~12點，下午2點~8點
5905350133,大昌藥局,臺南市北區北安路１段１３２號１樓,120.2127,23.01481,(06)2519121,羅氏家用新冠病毒抗原自我檢測套組,412,2022/10/25 10:13:02,賣快篩時間:星期一至五早上10點至晚上10點／星期六、日下午2點半至晚上10點。
5905350151,公園台安藥局,臺南市北區公園路８４０號,120.2121,23.01331,(06)2518402,羅氏家用新冠病毒抗原自我檢測套組,141,2022/10/25 10:13:02,實名制快篩每日09:00-22:00販售（依快篩配送時間可能延後）。
5905350231,祥好藥局,臺南市北區正風里公園路８７６號１樓,120.2128,23.01412,(06)2510366,羅氏家用新冠病毒抗原自我檢測套組,41,2022/10/25 10:13:02,無
5905350240,健康藥局,臺南市北區長榮路５段２１號,120.2206,23.00827,(06)2003078,羅氏家用新冠病毒抗原自我檢測套組,155,2022/10/25 10:13:02,9:00開始販售快篩，售完為止；六日停止販售快篩
5905350259,樂森藥局,臺南市北區和緯路二段３３６號１樓,120.2048,23.01259,(06)2511338,羅氏家用新冠病毒抗原自我檢測套組,169,2022/10/25 10:13:02,一早開門就可以換啦，不用再排隊了，歐耶!!!
5905350268,宸安藥局,臺南市北區光民里成功路４３６號１樓,120.1981,23.00093,(06)2238679,羅氏家用新冠病毒抗原自我檢測套組,96,2022/10/25 10:13:02,9:00-23:00
5905350302,旻恩藥局,臺南市北區公園里北門路二段３７－１號,120.2123,22.99817,(06)2260590,羅氏家用新冠病毒抗原自我檢測套組,21,2022/10/25 10:13:02,口罩領取時間:週一至周五早上09:00-12:00 下午2:30-5:30 晚間6:30-9:00。周六早上09-12下午2:30-5:30售完為止
5905350311,美康藥局,臺南市北區公園路３７５－５號,120.2102,23.00597,(06)2810311,羅氏家用新冠病毒抗原自我檢測套組,112,2022/10/25 10:13:02,快篩實名制販賣時間上午9:30~11:00
5905350366,千多藥局,臺南市北區金華路五段１號,120.1962,23.0016,(06)2228641,羅氏家用新冠病毒抗原自我檢測套組,295,2022/10/25 10:13:02,晚上6點開始銷售實名制快篩試劑
5905350384,北安台安藥局,臺南市北區北安路一段１６３號,120.2087,23.01755,(06)2518166,羅氏家用新冠病毒抗原自我檢測套組,78,2022/10/25 10:13:02,快篩試劑販售時間平日早上11點至下午六點，週末例假日早上11點至下午四點
5905350393,和緯啄木鳥藥局,臺南市北區和緯路２段１７６號,120.2074,23.01231,(06)2519805,羅氏家用新冠病毒抗原自我檢測套組,20,2022/10/25 10:13:02,實名快篩販售時間：周一~周五14:00，周六周日11:00（若有變更，敬請見諒）門市另有販售非實名制快篩，歡迎洽詢
5905350428,大正藥局,臺南市北區公園南路３２４號１樓,120.2033,23.00268,(06)2226899,羅氏家用新冠病毒抗原自我檢測套組,75,2022/10/25 10:13:02,快篩試劑下午13:30發放~售完
